cipcode,cip6,cip6_description,cip4,cip4_description,cip2,cip2_description
47.0201,47.0201,"Heating, Air Conditioning, Ventilation and Refrige",47.02,"Heating, Air Conditioning, Ventilation and Refrige",47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0302,47.0302,Heavy Equipment Maintenance Technology/Technician.,47.03,Heavy/Industrial Equipment Maintenance Technologie,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0303,47.0303,Industrial Mechanics and Maintenance Technology.,47.03,Heavy/Industrial Equipment Maintenance Technologie,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0399,47.0399,Heavy/Industrial Equipment Maintenance Technologie,47.03,Heavy/Industrial Equipment Maintenance Technologie,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0402,47.0402,Gunsmithing/Gunsmith.,47.04,Precision Systems Maintenance and Repair Technolog,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0403,47.0403,Locksmithing and Safe Repair.,47.04,Precision Systems Maintenance and Repair Technolog,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0404,47.0404,Musical Instrument Fabrication and Repair.,47.04,Precision Systems Maintenance and Repair Technolog,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0408,47.0408,Watchmaking and Jewelrymaking.,47.04,Precision Systems Maintenance and Repair Technolog,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0409,47.0409,Parts and Warehousing Operations and Maintenance T,47.04,Precision Systems Maintenance and Repair Technolog,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0499,47.0499,Precision Systems Maintenance and Repair Technolog,47.04,Precision Systems Maintenance and Repair Technolog,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0600,47.06,"Vehicle Maintenance and Repair Technologies, Gener",47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0603,47.0603,Autobody/Collision and Repair Technology/Technicia,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0604,47.0604,Automobile/Automotive Mechanics Technology/Technic,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0605,47.0605,Diesel Mechanics Technology/Technician.,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0606,47.0606,Small Engine Mechanics and Repair Technology/Techn,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0607,47.0607,Airframe Mechanics and Aircraft Maintenance Techno,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0608,47.0608,Aircraft Powerplant Technology/Technician.,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0609,47.0609,Avionics Maintenance Technology/Technician.,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0610,47.061,Bicycle Mechanics and Repair Technology/Technician,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0611,47.0611,Motorcycle Maintenance and Repair Technology/Techn,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0612,47.0612,Vehicle Emissions Inspection and Maintenance Techn,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0613,47.0613,Medium/Heavy Vehicle and Truck Technology/Technici,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0614,47.0614,Alternative Fuel Vehicle Technology/Technician.,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0615,47.0615,Engine Machinist.,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0616,47.0616,Marine Maintenance/Fitter and Ship Repair Technolo,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0617,47.0617,High Performance and Custom Engine Technician/Mech,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0618,47.0618,Recreation Vehicle (RV) Service Technician.,47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.0699,47.0699,"Vehicle Maintenance and Repair Technologies, Other",47.06,Vehicle Maintenance and Repair Technologies.,47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
47.9999,47.9999,"Mechanic and Repair Technologies/Technicians, Othe",47.99,"Mechanic and Repair Technologies/Technicians, Othe",47,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.
48.0000,48,"Precision Production Trades, General.",48,"Precision Production Trades, General.",48,PRECISION PRODUCTION.
48.0303,48.0303,Upholstery/Upholsterer.,48.03,Leatherworking and Upholstery.,48,PRECISION PRODUCTION.
48.0304,48.0304,"Shoe, Boot and Leather Repair.",48.03,Leatherworking and Upholstery.,48,PRECISION PRODUCTION.
48.0399,48.0399,"Leatherworking and Upholstery, Other.",48.03,Leatherworking and Upholstery.,48,PRECISION PRODUCTION.
48.0501,48.0501,Machine Tool Technology/Machinist.,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0503,48.0503,Machine Shop Technology/Assistant.,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0506,48.0506,Sheet Metal Technology/Sheetworking.,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0507,48.0507,Tool and Die Technology/Technician.,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0508,48.0508,Welding Technology/Welder.,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0509,48.0509,Ironworking/Ironworker.,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0510,48.051,Computer Numerically Controlled (CNC) Machinist Te,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0511,48.0511,Metal Fabricator.,48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0599,48.0599,"Precision Metal Working, Other.",48.05,Precision Metal Working.,48,PRECISION PRODUCTION.
48.0701,48.0701,"Woodworking, General.",48.07,Woodworking.,48,PRECISION PRODUCTION.
48.0702,48.0702,Furniture Design and Manufacturing.,48.07,Woodworking.,48,PRECISION PRODUCTION.
48.0703,48.0703,Cabinetmaking and Millwork.,48.07,Woodworking.,48,PRECISION PRODUCTION.
48.0799,48.0799,"Woodworking, Other.",48.07,Woodworking.,48,PRECISION PRODUCTION.
48.0801,48.0801,Boilermaking/Boilermaker.,48.08,Boilermaking/Boilermaker.,48,PRECISION PRODUCTION.
48.9999,48.9999,"Precision Production, Other.",48.99,"Precision Production, Other.",48,PRECISION PRODUCTION.
49.0101,49.0101,Aeronautics/Aviation/Aerospace Science and Technol,49.01,Air Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0102,49.0102,Airline/Commercial/Professional Pilot and Flight C,49.01,Air Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0104,49.0104,Aviation/Airway Management and Operations.,49.01,Air Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0105,49.0105,Air Traffic Controller.,49.01,Air Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0106,49.0106,Airline Flight Attendant.,49.01,Air Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0108,49.0108,Flight Instructor.,49.01,Air Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0199,49.0199,"Air Transportation, Other.",49.01,Air Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0202,49.0202,Construction/Heavy Equipment/Earthmoving Equipment,49.02,Ground Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0205,49.0205,Truck and Bus Driver/Commercial Vehicle Operator a,49.02,Ground Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0206,49.0206,Mobil Crane Operation/Operator.,49.02,Ground Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0207,49.0207,Flagging and Traffic Control.,49.02,Ground Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0208,49.0208,Railroad and Railway Transportation.,49.02,Ground Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0299,49.0299,"Ground Transportation, Other.",49.02,Ground Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0303,49.0303,Commercial Fishing.,49.03,Marine Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0304,49.0304,"Diver, Professional and Instructor.",49.03,Marine Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0309,49.0309,Marine Science/Merchant Marine Officer.,49.03,Marine Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.0399,49.0399,"Marine Transportation, Other.",49.03,Marine Transportation.,49,TRANSPORTATION AND MATERIALS MOVING.
49.9999,49.9999,"Transportation and Materials Moving, Other.",49.99,"Transportation and Materials Moving, Other.",49,TRANSPORTATION AND MATERIALS MOVING.
50.0101,50.0101,"Visual and Performing Arts, General.",50.01,"Visual and Performing Arts, General.",50,VISUAL AND PERFORMING ARTS.
50.0102,50.0102,Digital Arts.,50.01,"Visual and Performing Arts, General.",50,VISUAL AND PERFORMING ARTS.
50.0201,50.0201,"Crafts/Craft Design, Folk Art and Artisanry.",50.02,"Crafts/Craft Design, Folk Art and Artisanry.",50,VISUAL AND PERFORMING ARTS.
50.0301,50.0301,"Dance, General.",50.03,Dance.,50,VISUAL AND PERFORMING ARTS.
50.0302,50.0302,Ballet.,50.03,Dance.,50,VISUAL AND PERFORMING ARTS.
50.0399,50.0399,"Dance, Other.",50.03,Dance.,50,VISUAL AND PERFORMING ARTS.
50.0401,50.0401,"Design and Visual Communications, General.",50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0402,50.0402,Commercial and Advertising Art.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0404,50.0404,Industrial and Product Design.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0406,50.0406,Commercial Photography.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0407,50.0407,Fashion/Apparel Design.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0408,50.0408,Interior Design.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0409,50.0409,Graphic Design.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0410,50.041,Illustration.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0411,50.0411,Game and Interactive Media Design.,50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0499,50.0499,"Design and Applied Arts, Other.",50.04,Design and Applied Arts.,50,VISUAL AND PERFORMING ARTS.
50.0501,50.0501,"Drama and Dramatics/Theatre Arts, General.",50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0502,50.0502,Technical Theatre/Theatre Design and Technology.,50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0504,50.0504,Playwriting and Screenwriting.,50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0505,50.0505,"Theatre Literature, History and Criticism.",50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0506,50.0506,Acting.,50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0507,50.0507,Directing and Theatrical Production.,50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0508,50.0508,Theatre/Theatre Arts Management.,50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0509,50.0509,Musical Theatre.,50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0510,50.051,Costume Design.,50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0599,50.0599,"Dramatic/Theatre Arts and Stagecraft, Other.",50.05,Drama/Theatre Arts and Stagecraft.,50,VISUAL AND PERFORMING ARTS.
50.0601,50.0601,Film/Cinema/Video Studies.,50.06,Film/Video and Photographic Arts.,50,VISUAL AND PERFORMING ARTS.
50.0602,50.0602,Cinematography and Film/Video Production.,50.06,Film/Video and Photographic Arts.,50,VISUAL AND PERFORMING ARTS.
50.0605,50.0605,Photography.,50.06,Film/Video and Photographic Arts.,50,VISUAL AND PERFORMING ARTS.
50.0607,50.0607,Documentary Production.,50.06,Film/Video and Photographic Arts.,50,VISUAL AND PERFORMING ARTS.
50.0699,50.0699,"Film/Video and Photographic Arts, Other.",50.06,Film/Video and Photographic Arts.,50,VISUAL AND PERFORMING ARTS.
50.0701,50.0701,"Art/Art Studies, General.",50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0702,50.0702,"Fine/Studio Arts, General.",50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0703,50.0703,"Art History, Criticism and Conservation.",50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0704,50.0704,Arts Management.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0705,50.0705,Drawing.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0706,50.0706,Intermedia/Multimedia.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0708,50.0708,Painting.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0709,50.0709,Sculpture.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0710,50.071,Printmaking.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0711,50.0711,Ceramic Arts and Ceramics.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0712,50.0712,"Fiber, Textile and Weaving Arts.",50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0713,50.0713,Metal and Jewelry Arts.,50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0799,50.0799,"Fine Arts and Art Studies, Other.",50.07,Fine and Studio Arts.,50,VISUAL AND PERFORMING ARTS.
50.0901,50.0901,"Music, General.",50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0902,50.0902,"Music History, Literature, and Theory.",50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0903,50.0903,"Music Performance, General.",50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0904,50.0904,Music Theory and Composition.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0905,50.0905,Musicology and Ethnomusicology.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0906,50.0906,Conducting.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0907,50.0907,Keyboard Instruments.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0908,50.0908,Voice and Opera.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0909,50.0909,Music Management and Merchandising.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0910,50.091,Jazz/Jazz Studies.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0911,50.0911,Stringed Instruments.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0912,50.0912,Music Pedagogy.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0913,50.0913,Music Technology.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0914,50.0914,Brass Instruments.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0915,50.0915,Woodwind Instruments.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0916,50.0916,Percussion Instruments.,50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.0999,50.0999,"Music, Other.",50.09,Music.,50,VISUAL AND PERFORMING ARTS.
50.1001,50.1001,"Arts, Entertainment,and Media Management, General.",50.1,"Arts, Entertainment,and Media Management.",50,VISUAL AND PERFORMING ARTS.
50.1002,50.1002,Fine and Studio Arts Management.,50.1,"Arts, Entertainment,and Media Management.",50,VISUAL AND PERFORMING ARTS.
50.1003,50.1003,Music Management.,50.1,"Arts, Entertainment,and Media Management.",50,VISUAL AND PERFORMING ARTS.
50.1004,50.1004,Theatre/Theatre Arts Management.,50.1,"Arts, Entertainment,and Media Management.",50,VISUAL AND PERFORMING ARTS.
50.1099,50.1099,"Arts, Entertainment, and Media Management, Other.",50.1,"Arts, Entertainment,and Media Management.",50,VISUAL AND PERFORMING ARTS.
50.9999,50.9999,"Visual and Performing Arts, Other.",50.99,"Visual and Performing Arts, Other.",50,VISUAL AND PERFORMING ARTS.
51.0000,51,"Health Services/Allied Health/Health Sciences, Gen",51,"Health Services/Allied Health/Health Sciences, Gen",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0001,51.0001,"Health and Wellness, General.",51,"Health Services/Allied Health/Health Sciences, Gen",51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0101,51.0101,Chiropractic.,51.01,Chiropractic.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0201,51.0201,"Communication Sciences and Disorders, General.",51.02,Communication Disorders Sciences and Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0202,51.0202,Audiology/Audiologist.,51.02,Communication Disorders Sciences and Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0203,51.0203,Speech-Language Pathology/Pathologist.,51.02,Communication Disorders Sciences and Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0204,51.0204,Audiology/Audiologist and Speech-Language Patholog,51.02,Communication Disorders Sciences and Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0299,51.0299,"Communication Disorders Sciences and Services, Oth",51.02,Communication Disorders Sciences and Services.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0401,51.0401,Dentistry.,51.04,Dentistry.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0501,51.0501,"Dental Clinical Sciences, General.",51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0502,51.0502,Advanced General Dentistry.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0503,51.0503,Oral Biology and Oral and Maxillofacial Pathology.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0504,51.0504,Dental Public Health and Education.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0505,51.0505,Dental Materials.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0506,51.0506,Endodontics/Endodontology.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0507,51.0507,Oral/Maxillofacial Surgery.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0508,51.0508,Orthodontics/Orthodontology.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0509,51.0509,Pediatric Dentistry/Pedodontics.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0510,51.051,Periodontics/Periodontology.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0511,51.0511,Prosthodontics/Prosthodontology.,51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0599,51.0599,"Advanced/Graduate Dentistry and Oral Sciences, Oth",51.05,Advanced/Graduate Dentistry and Oral Sciences.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0601,51.0601,Dental Assisting/Assistant.,51.06,Dental Support Services and Allied Professions.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0602,51.0602,Dental Hygiene/Hygienist.,51.06,Dental Support Services and Allied Professions.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0603,51.0603,Dental Laboratory Technology/Technician.,51.06,Dental Support Services and Allied Professions.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
51.0699,51.0699,"Dental Services and Allied Professions, Other.",51.06,Dental Support Services and Allied Professions.,51,HEALTH PROFESSIONS AND RELATED PROGRAMS.
